"Subsidiary","Month","Year","Ridership"
"Regional Transit Service","4","2006","1,066,870"
"Regional Transit Service","5","2006","1,217,939"
"Regional Transit Service","6","2006","1,183,756"
"Regional Transit Service","7","2006","933,542"
"Regional Transit Service","8","2006","1,018,668"
"Regional Transit Service","9","2006","1,227,358"
"Regional Transit Service","10","2006","1,307,201"
"Regional Transit Service","11","2006","1,252,595"
"Regional Transit Service","12","2006","1,178,240"
"Regional Transit Service","1","2007","1,312,857"
"Regional Transit Service","2","2007","1,024,364"
"Regional Transit Service","3","2007","1,327,453"
"Regional Transit Service","4","2007","1,175,758"
"Regional Transit Service","5","2007","1,419,323"
"Regional Transit Service","6","2007","1,243,035"
"Regional Transit Service","7","2007","1,183,558"
"Regional Transit Service","8","2007","1,197,149"
"Regional Transit Service","9","2007","1,215,283"
"Regional Transit Service","10","2007","1,390,065"
"Regional Transit Service","11","2007","1,247,593"
"Regional Transit Service","12","2007","1,135,866"
"Regional Transit Service","1","2008","1,337,090"
"Regional Transit Service","2","2008","1,205,912"
"Regional Transit Service","3","2008","1,312,712"
"Regional Transit Service","4","2008","1,291,456"
"Regional Transit Service","5","2008","1,385,221"
"Regional Transit Service","6","2008","1,383,113"
"Regional Transit Service","7","2008","1,244,695"
"Regional Transit Service","8","2008","1,139,531"
"Regional Transit Service","9","2008","1,552,479"
"Regional Transit Service","10","2008","1,635,706"
"Regional Transit Service","11","2008","1,368,276"
"Regional Transit Service","12","2008","1,356,130"
"Regional Transit Service","1","2009","1,477,870"
"Regional Transit Service","2","2009","1,348,092"
"Regional Transit Service","3","2009","1,554,685"
"Regional Transit Service","4","2009","1,377,039"
"Regional Transit Service","5","2009","1,483,123"
"Regional Transit Service","6","2009","1,434,123"
"Regional Transit Service","7","2009","1,221,534"
"Regional Transit Service","8","2009","1,115,882"
"Regional Transit Service","9","2009","1,534,762"
"Regional Transit Service","10","2009","1,579,328"
"Regional Transit Service","11","2009","1,387,184"
"Regional Transit Service","12","2009","1,330,451"
"Regional Transit Service","1","2010","1,437,704"
"Regional Transit Service","2","2010","1,286,915"
"Regional Transit Service","3","2010","1,637,746"
"Regional Transit Service","4","2010","1,384,187"
"Regional Transit Service","5","2010","1,445,533"
"Regional Transit Service","6","2010","1,397,040"
"Regional Transit Service","7","2010","1,251,525"
"Regional Transit Service","8","2010","1,206,662"
"Regional Transit Service","9","2010","1,508,099"
"Regional Transit Service","10","2010","1,535,758"
"Regional Transit Service","11","2010","1,424,892"
"Regional Transit Service","12","2010","1,322,725"
"Regional Transit Service","1","2011","1,464,574"
"Regional Transit Service","2","2011","1,295,788"
"Regional Transit Service","3","2011","1,663,343"
"Regional Transit Service","4","2011","1,406,128"
"Regional Transit Service","5","2011","1,548,508"
"Regional Transit Service","6","2011","1,454,877"
"Regional Transit Service","7","2011","1,233,466"
"Regional Transit Service","8","2011","1,285,596"
"Regional Transit Service","9","2011","1,577,705"
"Regional Transit Service","10","2011","1,581,780"
"Regional Transit Service","11","2011","1,476,987"
"Regional Transit Service","12","2011","1,399,985"
"Regional Transit Service","1","2012","1,549,775"
"Regional Transit Service","2","2012","1,440,456"
"Regional Transit Service","3","2012","1,614,907"
"Regional Transit Service","4","2012","1,367,215"
"Regional Transit Service","5","2012","1,559,536"
"Regional Transit Service","6","2012","1,407,904"
"Regional Transit Service","7","2012","1,252,287"
"Regional Transit Service","8","2012","1,303,808"
"Regional Transit Service","9","2012","1,483,475"
"Regional Transit Service","10","2012","1,642,908"
"Regional Transit Service","11","2012","1,473,780"
"Regional Transit Service","12","2012","1,359,309"
"Regional Transit Service","1","2013","1,525,251"
"Regional Transit Service","2","2013","1,352,064"
"Regional Transit Service","3","2013","1,529,562"
"Lift Line ","4","2006","14,268"
"Lift Line ","5","2006","15,017"
"Lift Line ","6","2006","14,994"
"Lift Line ","7","2006","13,494"
"Lift Line ","8","2006","15,005"
"Lift Line ","9","2006","14,374"
"Lift Line ","10","2006","15,826"
"Lift Line ","11","2006","15,049"
"Lift Line ","12","2006","14,907"
"Lift Line ","1","2007","15,642"
"Lift Line ","2","2007","13,440"
"Lift Line ","3","2007","16,179"
"Lift Line ","4","2007","14,247"
"Lift Line ","5","2007","15,642"
"Lift Line ","6","2007","14,533"
"Lift Line ","7","2007","14,212"
"Lift Line ","8","2007","14,674"
"Lift Line ","9","2007","13,840"
"Lift Line ","10","2007","15,923"
"Lift Line ","11","2007","15,042"
"Lift Line ","12","2007","14,338"
"Lift Line ","1","2008","15,838"
"Lift Line ","2","2008","15,007"
"Lift Line ","3","2008","15,984"
"Lift Line ","4","2008","15,370"
"Lift Line ","5","2008","15,141"
"Lift Line ","6","2008","14,880"
"Lift Line ","7","2008","15,226"
"Lift Line ","8","2008","14,516"
"Lift Line ","9","2008","14,933"
"Lift Line ","10","2008","15,774"
"Lift Line ","11","2008","14,829"
"Lift Line ","12","2008","14,808"
"Lift Line ","1","2009","14,852"
"Lift Line ","2","2009","14,688"
"Lift Line ","3","2009","16,686"
"Lift Line ","4","2009","15,248"
"Lift Line ","5","2009","14,968"
"Lift Line ","6","2009","15,530"
"Lift Line ","7","2009","15,196"
"Lift Line ","8","2009","14,460"
"Lift Line ","9","2009","14,952"
"Lift Line ","10","2009","15,042"
"Lift Line ","11","2009","14,019"
"Lift Line ","12","2009","15,012"
"Lift Line ","1","2010","14,647"
"Lift Line ","2","2010","14,121"
"Lift Line ","3","2010","16,475"
"Lift Line ","4","2010","14,305"
"Lift Line ","5","2010","13,770"
"Lift Line ","6","2010","14,197"
"Lift Line ","7","2010","13,824"
"Lift Line ","8","2010","13,873"
"Lift Line ","9","2010","13,984"
"Lift Line ","10","2010","14,257"
"Lift Line ","11","2010","13,984"
"Lift Line ","12","2010","14,195"
"Lift Line ","1","2011","14,088"
"Lift Line ","2","2011","12,643"
"Lift Line ","3","2011","15,116"
"Lift Line ","4","2011","13,827"
"Lift Line ","5","2011","13,658"
"Lift Line ","6","2011","14,103"
"Lift Line ","7","2011","13,206"
"Lift Line ","8","2011","13,577"
"Lift Line ","9","2011","13,861"
"Lift Line ","10","2011","13,811"
"Lift Line ","11","2011","13,776"
"Lift Line ","12","2011","14,097"
"Lift Line ","1","2012","13,933"
"Lift Line ","2","2012","14,426"
"Lift Line ","3","2012","15,564"
"Lift Line ","4","2012","13,807"
"Lift Line ","5","2012","14,294"
"Lift Line ","6","2012","13,839"
"Lift Line ","7","2012","13,194"
"Lift Line ","8","2012","13,890"
"Lift Line ","9","2012","12,780"
"Lift Line ","10","2012","14,429"
"Lift Line ","11","2012","14,486"
"Lift Line ","12","2012","13,689"
"Lift Line ","1","2013","15,046"
"Lift Line ","2","2013","14,212"
"Lift Line ","3","2013","15,688"
"Batavia Bus Service","4","2006","6,314"
"Batavia Bus Service","5","2006","6,719"
"Batavia Bus Service","6","2006","5,142"
"Batavia Bus Service","7","2006","3,806"
"Batavia Bus Service","8","2006","5,008"
"Batavia Bus Service","9","2006","7,034"
"Batavia Bus Service","10","2006","7,381"
"Batavia Bus Service","11","2006","6,846"
"Batavia Bus Service","12","2006","6,122"
"Batavia Bus Service","1","2007","7,019"
"Batavia Bus Service","2","2007","6,477"
"Batavia Bus Service","3","2007","7,573"
"Batavia Bus Service","4","2007","6,653"
"Batavia Bus Service","5","2007","6,807"
"Batavia Bus Service","6","2007","5,244"
"Batavia Bus Service","7","2007","4,469"
"Batavia Bus Service","8","2007","5,272"
"Batavia Bus Service","9","2007","6,377"
"Batavia Bus Service","10","2007","7,504"
"Batavia Bus Service","11","2007","6,676"
"Batavia Bus Service","12","2007","5,867"
"Batavia Bus Service","1","2008","6,323"
"Batavia Bus Service","2","2008","6,959"
"Batavia Bus Service","3","2008","6,824"
"Batavia Bus Service","4","2008","5,616"
"Batavia Bus Service","5","2008","5,141"
"Batavia Bus Service","6","2008","4,001"
"Batavia Bus Service","7","2008","3,842"
"Batavia Bus Service","8","2008","3,820"
"Batavia Bus Service","9","2008","5,837"
"Batavia Bus Service","10","2008","6,242"
"Batavia Bus Service","11","2008","5,081"
"Batavia Bus Service","12","2008","5,166"
"Batavia Bus Service","1","2009","5,297"
"Batavia Bus Service","2","2009","5,573"
"Batavia Bus Service","3","2009","5,820"
"Batavia Bus Service","4","2009","5,812"
"Batavia Bus Service","5","2009","5,146"
"Batavia Bus Service","6","2009","4,348"
"Batavia Bus Service","7","2009","3,986"
"Batavia Bus Service","8","2009","4,109"
"Batavia Bus Service","9","2009","5,765"
"Batavia Bus Service","10","2009","6,201"
"Batavia Bus Service","11","2009","5,454"
"Batavia Bus Service","12","2009","5,435"
"Batavia Bus Service","1","2010","4,913"
"Batavia Bus Service","2","2010","5,696"
"Batavia Bus Service","3","2010","6,262"
"Batavia Bus Service","4","2010","5,957"
"Batavia Bus Service","5","2010","5,186"
"Batavia Bus Service","6","2010","4,400"
"Batavia Bus Service","7","2010","3,889"
"Batavia Bus Service","8","2010","4,300"
"Batavia Bus Service","9","2010","5,467"
"Batavia Bus Service","10","2010","5,508"
"Batavia Bus Service","11","2010","5,384"
"Batavia Bus Service","12","2010","5,215"
"Batavia Bus Service","1","2011","5,528"
"Batavia Bus Service","2","2011","5,677"
"Batavia Bus Service","3","2011","6,737"
"Batavia Bus Service","4","2011","5,632"
"Batavia Bus Service","5","2011","5,345"
"Batavia Bus Service","6","2011","4,493"
"Batavia Bus Service","7","2011","3,999"
"Batavia Bus Service","8","2011","4,914"
"Batavia Bus Service","9","2011","6,209"
"Batavia Bus Service","10","2011","5,965"
"Batavia Bus Service","11","2011","5,908"
"Batavia Bus Service","12","2011","5,209"
"Batavia Bus Service","1","2012","5,703"
"Batavia Bus Service","2","2012","6,392"
"Batavia Bus Service","3","2012","6,108"
"Batavia Bus Service","4","2012","5,822"
"Batavia Bus Service","5","2012","5,086"
"Batavia Bus Service","6","2012","3,473"
"Batavia Bus Service","7","2012","3,060"
"Batavia Bus Service","8","2012","4,133"
"Batavia Bus Service","9","2012","5,429"
"Batavia Bus Service","10","2012","6,457"
"Batavia Bus Service","11","2012","5,844"
"Batavia Bus Service","12","2012","4,398"
"Batavia Bus Service","1","2013","5,183"
"Batavia Bus Service","2","2013","5,648"
"Batavia Bus Service","3","2013","5,420"
"Livingston Area Transportation Service","4","2006","23,293"
"Livingston Area Transportation Service","5","2006","16,319"
"Livingston Area Transportation Service","6","2006","11,486"
"Livingston Area Transportation Service","7","2006","10,928"
"Livingston Area Transportation Service","8","2006","13,506"
"Livingston Area Transportation Service","9","2006","23,971"
"Livingston Area Transportation Service","10","2006","23,572"
"Livingston Area Transportation Service","11","2006","21,844"
"Livingston Area Transportation Service","12","2006","20,707"
"Livingston Area Transportation Service","1","2007","21,429"
"Livingston Area Transportation Service","2","2007","26,198"
"Livingston Area Transportation Service","3","2007","22,658"
"Livingston Area Transportation Service","4","2007","26,812"
"Livingston Area Transportation Service","5","2007","15,749"
"Livingston Area Transportation Service","6","2007","10,171"
"Livingston Area Transportation Service","7","2007","10,556"
"Livingston Area Transportation Service","8","2007","15,624"
"Livingston Area Transportation Service","9","2007","26,231"
"Livingston Area Transportation Service","10","2007","27,973"
"Livingston Area Transportation Service","11","2007","26,033"
"Livingston Area Transportation Service","12","2007","18,789"
"Livingston Area Transportation Service","1","2008","20,275"
"Livingston Area Transportation Service","2","2008","31,079"
"Livingston Area Transportation Service","3","2008","22,648"
"Livingston Area Transportation Service","4","2008","32,638"
"Livingston Area Transportation Service","5","2008","20,730"
"Livingston Area Transportation Service","6","2008","10,188"
"Livingston Area Transportation Service","7","2008","11,356"
"Livingston Area Transportation Service","8","2008","16,830"
"Livingston Area Transportation Service","9","2008","31,057"
"Livingston Area Transportation Service","10","2008","30,536"
"Livingston Area Transportation Service","11","2008","27,777"
"Livingston Area Transportation Service","12","2008","19,987"
"Livingston Area Transportation Service","1","2009","26,116"
"Livingston Area Transportation Service","2","2009","33,792"
"Livingston Area Transportation Service","3","2009","22,863"
"Livingston Area Transportation Service","4","2009","30,260"
"Livingston Area Transportation Service","5","2009","23,072"
"Livingston Area Transportation Service","6","2009","10,988"
"Livingston Area Transportation Service","7","2009","11,877"
"Livingston Area Transportation Service","8","2009","12,835"
"Livingston Area Transportation Service","9","2009","30,600"
"Livingston Area Transportation Service","10","2009","30,776"
"Livingston Area Transportation Service","11","2009","25,237"
"Livingston Area Transportation Service","12","2009","24,097"
"Livingston Area Transportation Service","1","2010","19,006"
"Livingston Area Transportation Service","2","2010","28,058"
"Livingston Area Transportation Service","3","2010","22,854"
"Livingston Area Transportation Service","4","2010","28,114"
"Livingston Area Transportation Service","5","2010","17,571"
"Livingston Area Transportation Service","6","2010","10,542"
"Livingston Area Transportation Service","7","2010","10,739"
"Livingston Area Transportation Service","8","2010","13,119"
"Livingston Area Transportation Service","9","2010","25,571"
"Livingston Area Transportation Service","10","2010","25,945"
"Livingston Area Transportation Service","11","2010","21,728"
"Livingston Area Transportation Service","12","2010","22,274"
"Livingston Area Transportation Service","1","2011","19,430"
"Livingston Area Transportation Service","2","2011","26,561"
"Livingston Area Transportation Service","3","2011","23,840"
"Livingston Area Transportation Service","4","2011","28,489"
"Livingston Area Transportation Service","5","2011","17,016"
"Livingston Area Transportation Service","6","2011","11,138"
"Livingston Area Transportation Service","7","2011","10,527"
"Livingston Area Transportation Service","8","2011","14,190"
"Livingston Area Transportation Service","9","2011","26,075"
"Livingston Area Transportation Service","10","2011","24,844"
"Livingston Area Transportation Service","11","2011","23,572"
"Livingston Area Transportation Service","12","2011","21,196"
"Livingston Area Transportation Service","1","2012","19,700"
"Livingston Area Transportation Service","2","2012","26,695"
"Livingston Area Transportation Service","3","2012","22,520"
"Livingston Area Transportation Service","4","2012","25,392"
"Livingston Area Transportation Service","5","2012","16,562"
"Livingston Area Transportation Service","6","2012","10,483"
"Livingston Area Transportation Service","7","2012","10,908"
"Livingston Area Transportation Service","8","2012","14,774"
"Livingston Area Transportation Service","9","2012","25,350"
"Livingston Area Transportation Service","10","2012","25,393"
"Livingston Area Transportation Service","11","2012","23,761"
"Livingston Area Transportation Service","12","2012","17,440"
"Livingston Area Transportation Service","1","2013","17,497"
"Livingston Area Transportation Service","2","2013","25,227"
"Livingston Area Transportation Service","3","2013","18,445"
"Orleans Transit Service","4","2006","2,054"
"Orleans Transit Service","5","2006","36,780"
"Orleans Transit Service","6","2006","2,055"
"Orleans Transit Service","7","2006","1,854"
"Orleans Transit Service","8","2006","2,396"
"Orleans Transit Service","9","2006","5,669"
"Orleans Transit Service","10","2006","5,713"
"Orleans Transit Service","11","2006","5,369"
"Orleans Transit Service","12","2006","4,471"
"Orleans Transit Service","1","2007","4,177"
"Orleans Transit Service","2","2007","6,695"
"Orleans Transit Service","3","2007","6,401"
"Orleans Transit Service","4","2007","6,642"
"Orleans Transit Service","5","2007","31,263"
"Orleans Transit Service","6","2007","2,741"
"Orleans Transit Service","7","2007","2,366"
"Orleans Transit Service","8","2007","3,373"
"Orleans Transit Service","9","2007","6,124"
"Orleans Transit Service","10","2007","6,663"
"Orleans Transit Service","11","2007","6,100"
"Orleans Transit Service","12","2007","4,461"
"Orleans Transit Service","1","2008","3,387"
"Orleans Transit Service","2","2008","8,063"
"Orleans Transit Service","3","2008","6,225"
"Orleans Transit Service","4","2008","7,117"
"Orleans Transit Service","5","2008","4,368"
"Orleans Transit Service","6","2008","2,242"
"Orleans Transit Service","7","2008","2,233"
"Orleans Transit Service","8","2008","3,564"
"Orleans Transit Service","9","2008","7,652"
"Orleans Transit Service","10","2008","7,081"
"Orleans Transit Service","11","2008","5,375"
"Orleans Transit Service","12","2008","3,938"
"Orleans Transit Service","1","2009","3,585"
"Orleans Transit Service","2","2009","6,702"
"Orleans Transit Service","3","2009","5,557"
"Orleans Transit Service","4","2009","6,759"
"Orleans Transit Service","5","2009","5,110"
"Orleans Transit Service","6","2009","2,163"
"Orleans Transit Service","7","2009","2,405"
"Orleans Transit Service","8","2009","3,226"
"Orleans Transit Service","9","2009","8,074"
"Orleans Transit Service","10","2009","8,287"
"Orleans Transit Service","11","2009","7,234"
"Orleans Transit Service","12","2009","6,343"
"Orleans Transit Service","1","2010","3,892"
"Orleans Transit Service","2","2010","7,346"
"Orleans Transit Service","3","2010","7,267"
"Orleans Transit Service","4","2010","8,837"
"Orleans Transit Service","5","2010","5,038"
"Orleans Transit Service","6","2010","2,500"
"Orleans Transit Service","7","2010","2,632"
"Orleans Transit Service","8","2010","3,261"
"Orleans Transit Service","9","2010","9,526"
"Orleans Transit Service","10","2010","8,137"
"Orleans Transit Service","11","2010","7,557"
"Orleans Transit Service","12","2010","6,542"
"Orleans Transit Service","1","2011","5,093"
"Orleans Transit Service","2","2011","9,279"
"Orleans Transit Service","3","2011","8,060"
"Orleans Transit Service","4","2011","9,803"
"Orleans Transit Service","5","2011","6,276"
"Orleans Transit Service","6","2011","3,102"
"Orleans Transit Service","7","2011","2,745"
"Orleans Transit Service","8","2011","3,230"
"Orleans Transit Service","9","2011","2,972"
"Orleans Transit Service","10","2011","3,040"
"Orleans Transit Service","11","2011","2,879"
"Orleans Transit Service","12","2011","2,779"
"Orleans Transit Service","1","2012","2,824"
"Orleans Transit Service","2","2012","2,931"
"Orleans Transit Service","3","2012","3,124"
"Orleans Transit Service","4","2012","2,784"
"Orleans Transit Service","5","2012","2,799"
"Orleans Transit Service","6","2012","2,754"
"Orleans Transit Service","7","2012","2,909"
"Orleans Transit Service","8","2012","3,116"
"Orleans Transit Service","9","2012","2,588"
"Orleans Transit Service","10","2012","3,130"
"Orleans Transit Service","11","2012","2,961"
"Orleans Transit Service","12","2012","2,871"
"Orleans Transit Service","1","2013","3,100"
"Orleans Transit Service","2","2013","2,978"
"Orleans Transit Service","3","2013","3,289"
"Seneca Transit Service","4","2006","3,159"
"Seneca Transit Service","5","2006","3,271"
"Seneca Transit Service","6","2006","3,283"
"Seneca Transit Service","7","2006","2,839"
"Seneca Transit Service","8","2006","3,172"
"Seneca Transit Service","9","2006","2,827"
"Seneca Transit Service","10","2006","3,110"
"Seneca Transit Service","11","2006","3,175"
"Seneca Transit Service","12","2006","2,824"
"Seneca Transit Service","1","2007","2,947"
"Seneca Transit Service","2","2007","2,602"
"Seneca Transit Service","3","2007","3,317"
"Seneca Transit Service","4","2007","3,316"
"Seneca Transit Service","5","2007","3,534"
"Seneca Transit Service","6","2007","3,475"
"Seneca Transit Service","7","2007","3,545"
"Seneca Transit Service","8","2007","3,716"
"Seneca Transit Service","9","2007","3,133"
"Seneca Transit Service","10","2007","3,770"
"Seneca Transit Service","11","2007","3,586"
"Seneca Transit Service","12","2007","3,419"
"Seneca Transit Service","1","2008","4,919"
"Seneca Transit Service","2","2008","4,866"
"Seneca Transit Service","3","2008","5,062"
"Seneca Transit Service","4","2008","5,343"
"Seneca Transit Service","5","2008","4,861"
"Seneca Transit Service","6","2008","5,461"
"Seneca Transit Service","7","2008","5,983"
"Seneca Transit Service","8","2008","5,944"
"Seneca Transit Service","9","2008","5,366"
"Seneca Transit Service","10","2008","6,693"
"Seneca Transit Service","11","2008","4,442"
"Seneca Transit Service","12","2008","5,105"
"Seneca Transit Service","1","2009","4,717"
"Seneca Transit Service","2","2009","5,193"
"Seneca Transit Service","3","2009","5,332"
"Seneca Transit Service","4","2009","5,322"
"Seneca Transit Service","5","2009","4,910"
"Seneca Transit Service","6","2009","5,819"
"Seneca Transit Service","7","2009","6,673"
"Seneca Transit Service","8","2009","7,117"
"Seneca Transit Service","9","2009","7,002"
"Seneca Transit Service","10","2009","7,875"
"Seneca Transit Service","11","2009","5,711"
"Seneca Transit Service","12","2009","6,150"
"Seneca Transit Service","1","2010","5,680"
"Seneca Transit Service","2","2010","5,335"
"Seneca Transit Service","3","2010","7,270"
"Seneca Transit Service","4","2010","5,322"
"Seneca Transit Service","5","2010","4,910"
"Seneca Transit Service","6","2010","5,819"
"Seneca Transit Service","7","2010","6,673"
"Seneca Transit Service","8","2010","7,117"
"Seneca Transit Service","9","2010","7,002"
"Seneca Transit Service","10","2010","7,875"
"Seneca Transit Service","11","2010","5,711"
"Seneca Transit Service","12","2010","6,150"
"Seneca Transit Service","1","2011","5,680"
"Seneca Transit Service","2","2011","5,335"
"Seneca Transit Service","3","2011","7,270"
"Seneca Transit Service","4","2011","7,063"
"Seneca Transit Service","5","2011","7,175"
"Seneca Transit Service","6","2011","7,879"
"Seneca Transit Service","7","2011","7,182"
"Seneca Transit Service","8","2011","8,589"
"Seneca Transit Service","9","2011","7,759"
"Seneca Transit Service","10","2011","8,373"
"Seneca Transit Service","11","2011","7,694"
"Seneca Transit Service","12","2011","6,955"
"Seneca Transit Service","1","2012","6,564"
"Seneca Transit Service","2","2012","5,168"
"Seneca Transit Service","3","2012","7,538"
"Seneca Transit Service","4","2012","8,192"
"Seneca Transit Service","5","2012","8,228"
"Seneca Transit Service","6","2012","6,516"
"Seneca Transit Service","7","2012","6,505"
"Seneca Transit Service","8","2012","7,756"
"Seneca Transit Service","9","2012","6,234"
"Seneca Transit Service","10","2012","7,369"
"Seneca Transit Service","11","2012","7,218"
"Seneca Transit Service","12","2012","6,565"
"Seneca Transit Service","1","2013","7,346"
"Seneca Transit Service","2","2013","6,675"
"Seneca Transit Service","3","2013","7,272"
"Wayne Area Transportation Service","4","2006","9,970"
"Wayne Area Transportation Service","5","2006","11,676"
"Wayne Area Transportation Service","6","2006","10,941"
"Wayne Area Transportation Service","7","2006","9,970"
"Wayne Area Transportation Service","8","2006","14,219"
"Wayne Area Transportation Service","9","2006","13,888"
"Wayne Area Transportation Service","10","2006","15,541"
"Wayne Area Transportation Service","11","2006","10,471"
"Wayne Area Transportation Service","12","2006","10,053"
"Wayne Area Transportation Service","1","2007","10,680"
"Wayne Area Transportation Service","2","2007","9,047"
"Wayne Area Transportation Service","3","2007","10,888"
"Wayne Area Transportation Service","4","2007","10,668"
"Wayne Area Transportation Service","5","2007","13,965"
"Wayne Area Transportation Service","6","2007","11,557"
"Wayne Area Transportation Service","7","2007","12,364"
"Wayne Area Transportation Service","8","2007","16,121"
"Wayne Area Transportation Service","9","2007","15,073"
"Wayne Area Transportation Service","10","2007","16,373"
"Wayne Area Transportation Service","11","2007","11,087"
"Wayne Area Transportation Service","12","2007","10,101"
"Wayne Area Transportation Service","1","2008","11,442"
"Wayne Area Transportation Service","2","2008","10,805"
"Wayne Area Transportation Service","3","2008","11,535"
"Wayne Area Transportation Service","4","2008","12,705"
"Wayne Area Transportation Service","5","2008","12,608"
"Wayne Area Transportation Service","6","2008","11,883"
"Wayne Area Transportation Service","7","2008","13,325"
"Wayne Area Transportation Service","8","2008","13,754"
"Wayne Area Transportation Service","9","2008","18,642"
"Wayne Area Transportation Service","10","2008","19,364"
"Wayne Area Transportation Service","11","2008","10,512"
"Wayne Area Transportation Service","12","2008","11,955"
"Wayne Area Transportation Service","1","2009","10,381"
"Wayne Area Transportation Service","2","2009","10,227"
"Wayne Area Transportation Service","3","2009","11,668"
"Wayne Area Transportation Service","4","2009","11,542"
"Wayne Area Transportation Service","5","2009","11,312"
"Wayne Area Transportation Service","6","2009","11,538"
"Wayne Area Transportation Service","7","2009","12,094"
"Wayne Area Transportation Service","8","2009","12,677"
"Wayne Area Transportation Service","9","2009","19,512"
"Wayne Area Transportation Service","10","2009","19,457"
"Wayne Area Transportation Service","11","2009","10,135"
"Wayne Area Transportation Service","12","2009","11,146"
"Wayne Area Transportation Service","1","2010","10,088"
"Wayne Area Transportation Service","2","2010","10,163"
"Wayne Area Transportation Service","3","2010","12,286"
"Wayne Area Transportation Service","4","2010","11,622"
"Wayne Area Transportation Service","5","2010","10,953"
"Wayne Area Transportation Service","6","2010","11,222"
